MUN,LATITUDE,LONGITUDE
Pau dos Ferros,-6.12123,-38.20478
Natal,-5.81524,-35.24918
Caraubas,-5.79117,-37.5537
Sao Fernando,-6.28628,-37.18363
Serra Negra do Norte,-6.48198,-37.30427
Macau,-5.15022,-36.5684
Natal,-5.82551,-35.20362
Sao Miguel,-6.21234,-38.49634
Acu,-5.52275,-37.00568
Lucrecia,-6.09705,-37.79786
Sitio Novo,-6.10409,-35.91044
Grossos,-4.90996,-37.21627
Florania,-6.16543,-36.8207
Tenente Ananias,-6.47754,-38.17929
Natal,-5.79685,-35.23536
Ceara-Mirim,-5.58527,-35.22811
Sao Goncalo do Amarante,-5.78955,-35.33115
Riacho de Santana,-6.25813,-38.30949
Sao Jose de Mipibu,-6.07046,-35.24027
Ceara-Mirim,-5.64654,-35.35147
Brejinho,-6.19257,-35.35735
Parnamirim,-5.89814,-35.2045
Monte Alegre,-6.06787,-35.33209
Passa e Fica,-6.45537,-35.61898
Jose da Penha,-6.31268,-38.2844
Macau,-5.12687,-36.65627
Afonso Bezerra,-5.50117,-36.50825
Caico,-6.44708,-37.1001
Mossoro,-5.21083,-37.36154
Angicos,-5.66105,-36.60715
Varzea,-6.34879,-35.37479
Monte Alegre,-6.06787,-35.33209
Natal,-5.79275,-35.18729
Touros,-5.31296,-35.47219
Ceara-Mirim,-5.49462,-35.46255
Augusto Severo,-5.8618,-37.31112
Ielmo Marinho,-5.82341,-35.55083
Vera Cruz,-6.03994,-35.42378
Maxaranguape,-5.50545,-35.26207
Sao Goncalo do Amarante,-5.7769,-35.26165
Fernando Pedroza,-5.6956,-36.53091
Parnamirim,-5.94102,-35.24705
Montanhas,-6.48224,-35.28769
Luis Gomes,-6.38322,-38.38921
Extremoz,-5.63005,-35.22324
Mossoro,-5.14566,-37.45119
Sao Goncalo do Amarante,-5.78955,-35.33115
Senador Georgino Avelino,-6.15869,-35.12417
Riachuelo,-5.80377,-35.82339
Serra Negra do Norte,-6.66398,-37.39497
Mossoro,-5.18513,-37.36671
Jardim de Piranhas,-6.38009,-37.34921
Ceara-Mirim,-5.64617,-35.43219
Serrinha,-6.27709,-35.50134
Sao Goncalo do Amarante,-5.79477,-35.32844
Areia Branca,-4.95282,-36.88245
Ruy Barbosa,-5.87942,-35.93548
Natal,-5.83435,-35.24452
Brejinho,-6.19257,-35.35735
Natal,-5.87026,-35.20785
Messias Targino,-6.07649,-37.51205
Monte Alegre,-6.06787,-35.33209
Ceara-Mirim,-5.6425,-35.4261
Afonso Bezerra,-5.49873,-36.50914
Tibau do Sul,-6.18807,-35.0926
Natal,-5.80955,-35.23549
Maxaranguape,-5.50545,-35.26207
Espirito Santo,-6.33557,-35.31709
Natal,-5.8589,-35.25261
Ipanguacu,-5.49714,-36.85287
Coronel Joao Pessoa,-6.26011,-38.44025
Tibau do Sul,-6.28003,-35.03798
Parnamirim,-5.93101,-35.25755
Parnamirim,-5.91036,-35.2592
Patu,-6.16522,-37.62042
Mossoro,-5.1938,-37.35687
Coronel Ezequiel,-6.35875,-36.18722
Afonso Bezerra,-5.42983,-36.53052
Maxaranguape,-5.50545,-35.26207
Caico,-6.4512,-37.09819
Frutuoso Gomes,-6.15623,-37.84096
Upanema,-5.64332,-37.25605
Sao Goncalo do Amarante,-5.78955,-35.33115
Santana do Serido,-6.77015,-36.73685
Monte Alegre,-6.06787,-35.33209
Rodolfo Fernandes,-5.78895,-38.05998
Ceara-Mirim,-5.72209,-35.36578
Ceara-Mirim,-5.58469,-35.40586
Mossoro,-5.1938,-37.35687
Umarizal,-5.9899,-37.81325
Senador Georgino Avelino,-6.15869,-35.12417
Parelhas,-6.68875,-36.6578
Severiano Melo,-5.75609,-37.91032
Pureza,-5.43213,-35.53922
Upanema,-5.55448,-37.36159
Serrinha,-6.27709,-35.50134
Doutor Severiano,-6.09008,-38.4041
Doutor Severiano,-6.12507,-38.4442
Parelhas,-6.68979,-36.65665
Jardim do Serido,-6.58765,-36.76802
Portalegre,-6.06242,-37.99913
Jucurutu,-5.99482,-37.02611
Rafael Fernandes,-6.17986,-38.24784
Sao Miguel do Gostoso,-5.12992,-35.63975
Carnauba dos Dantas,-6.56073,-36.59525
Janduis,-5.93379,-37.47676
Coronel Ezequiel,-6.38656,-36.21806
Jardim do Serido,-6.61611,-36.71806
Brejinho,-6.19257,-35.35735
Acu,-5.57194,-36.91792
Natal,-5.72901,-35.24718
Sao Miguel,-6.21234,-38.49634
Riacho de Santana,-6.30493,-38.37985
Grossos,-4.94047,-37.16327
Nova Cruz,-6.48325,-35.42502
Nova Cruz,-6.48682,-35.43487
Ceara-Mirim,-5.646,-35.41987
Canguaretama,-6.3748,-35.12412
Parnamirim,-5.90935,-35.27705
Espirito Santo,-6.33557,-35.31709
Carnauba dos Dantas,-6.56073,-36.59525
Jose da Penha,-6.3473,-38.29872
Guamare,-5.10736,-36.31814
Frutuoso Gomes,-6.15623,-37.84096
Ceara-Mirim,-5.58467,-35.48388
Portalegre,-6.02432,-37.98519
Ceara-Mirim,-5.54289,-35.43436
Canguaretama,-6.37492,-35.12853
Apodi,-5.65883,-37.80032
Sao Miguel,-6.21036,-38.49115
Tangara,-6.2814,-35.81927
Lagoa Salgada,-6.16697,-35.51605
Afonso Bezerra,-5.50117,-36.50825
Upanema,-5.62174,-37.2544
Taipu,-5.53415,-35.58521
Pedra Grande,-5.07187,-35.84845
Cruzeta,-6.40833,-36.80276
Nova Cruz,-6.41134,-35.35456
Barauna,-5.08331,-37.62356
Montanhas,-6.48224,-35.28769
Serrinha,-6.27709,-35.50134
Portalegre,-5.98685,-38.00016
Severiano Melo,-5.78267,-37.91293
Jucurutu,-6.08567,-36.93552
Santa Cruz,-6.23007,-36.02051
Ipanguacu,-5.49714,-36.85287
Major Sales,-6.40375,-38.32345
Sao Joao do Sabugi,-6.71359,-37.20371
Serra do Mel,-5.20568,-36.99684
Serra Negra do Norte,-6.61041,-37.39977
Serra Negra do Norte,-6.56556,-37.45254
Umarizal,-6.03064,-37.83431
Florania,-6.12346,-36.81971
Touros,-5.37317,-35.73777
Touros,-5.27925,-35.56538
Ipanguacu,-5.49248,-36.85305
Acu,-5.57194,-36.91792
Riachuelo,-5.81689,-35.82324
Maxaranguape,-5.50545,-35.26207
Acu,-5.57194,-36.91792
Monte Alegre,-6.06787,-35.33209
Pendencias,-5.34745,-36.53911
Acu,-5.57194,-36.91792
Fernando Pedroza,-5.6956,-36.53091
Sao Tome,-5.97522,-36.07414
Parana,-6.48533,-38.31112
Ceara-Mirim,-5.63746,-35.43032
Sao Goncalo do Amarante,-5.79852,-35.41627
Tibau,-4.94244,-37.30622
Acari,-6.44208,-36.64373
Macaiba,-5.99878,-35.49641
Macaiba,-5.84982,-35.35153
Pau dos Ferros,-6.11473,-38.20326
Martins,-6.033,-37.8707
Riacho da Cruz,-5.9358,-37.95027
Pau dos Ferros,-6.11473,-38.20326
Caico,-6.46515,-37.10267
Pau dos Ferros,-6.11473,-38.20326
Pau dos Ferros,-6.11514,-38.20926
Macau,-5.11139,-36.62949
Macau,-5.11634,-36.63172
Alexandria,-6.35776,-38.04745
Canguaretama,-6.37492,-35.12853
Canguaretama,-6.37534,-35.13419
Canguaretama,-6.36534,-35.13926
Sao Vicente,-6.21668,-36.68397
Canguaretama,-6.37492,-35.12853
Parnamirim,-5.90175,-35.258
Sao Paulo do Potengi,-5.91371,-35.7035
Parazinho,-5.23078,-35.84498
Apodi,-5.42717,-37.78856
Parnamirim,-5.92836,-35.28383
Ceara-Mirim,-5.68791,-35.46182
Parnamirim,-5.93165,-35.27426
Sao Paulo do Potengi,-5.89361,-35.75875
Ceara-Mirim,-5.6372,-35.42618
Parnamirim,-5.91036,-35.2592
Sao Goncalo do Amarante,-5.773,-35.27574
Santana do Matos,-5.89583,-36.59125
Sao Goncalo do Amarante,-5.78955,-35.33115
Sao Goncalo do Amarante,-5.78346,-35.32954
Santana do Matos,-5.95712,-36.65332
Acu,-5.58662,-36.91625
Parelhas,-6.62198,-36.6417
Piloes,-6.27153,-38.04756
Ipanguacu,-5.49714,-36.85287
Messias Targino,-6.07649,-37.51205
Sao Jose de Mipibu,-6.07046,-35.24027
Serrinha dos Pintos,-6.13034,-37.98377
Afonso Bezerra,-5.46438,-36.56619
Taipu,-5.58205,-35.54343
Sao Jose do Campestre,-6.32478,-35.71284
Rio do Fogo,-5.40528,-35.45472
Serra Caiada,-6.10355,-35.71885
Pedro Velho,-6.436,-35.21986
Ruy Barbosa,-5.82485,-35.99638
Sao Jose de Mipibu,-6.07046,-35.24027
Doutor Severiano,-6.09368,-38.37368
Doutor Severiano,-6.09368,-38.37368
Currais Novos,-6.26467,-36.51621
Severiano Melo,-5.76313,-38.01939
Sao Paulo do Potengi,-5.89722,-35.82214
Vila Flor,-6.31279,-35.07612
Nova Cruz,-6.478,-35.434
Jose da Penha,-6.3184,-38.28512
Severiano Melo,-5.77818,-37.95658
Santa Cruz,-6.23007,-36.02051
Timbauba dos Batistas,-6.46527,-37.27315
Natal,-5.73038,-35.26057
Touros,-5.13762,-35.57274
Natal,-5.73655,-35.24165
Natal,-5.75089,-35.25225
Natal,-5.85821,-35.24175
Touros,-5.23905,-35.58626
Natal,-5.80156,-35.20395
Natal,-5.77387,-35.19607
Augusto Severo,-5.86134,-37.311
Jucurutu,-6.0255,-37.0115
Sao Goncalo do Amarante,-5.78955,-35.33115
Lagoa Nova,-6.05385,-36.44913
Sao Goncalo do Amarante,-5.78955,-35.33115
Vera Cruz,-6.0456,-35.4281
Angicos,-5.60075,-36.67427
Lajes,-5.69883,-36.24273
Caicara do Rio do Vento,-5.76,-35.998
Marcelino Vieira,-6.29557,-38.16152
Sao Goncalo do Amarante,-5.793,-35.329
Ceara-Mirim,-5.52803,-35.39312
Joao Camara,-5.36345,-35.95303
Tenente Laurentino Cruz,-6.14658,-36.71894
Afonso Bezerra,-5.49715,-36.50419
Lagoa Nova,-6.10112,-36.53954
Sao Jose do Campestre,-6.31556,-35.71211
Martins,-6.10789,-37.87894
Martins,-6.03811,-37.91094
Senador Eloi de Souza,-6.03622,-35.69566
Bento Fernandes,-5.65469,-35.80631
Pau dos Ferros,-6.11789,-38.19774
Caico,-6.47107,-37.11147
Pedro Velho,-6.46114,-35.23682
Jardim de Piranhas,-6.38126,-37.35021
Macau,-5.11336,-36.63497
Macau,-5.179,-36.60547
Barauna,-5.07826,-37.61716
Sao Rafael,-5.80093,-36.89039
Tibau do Sul,-6.18805,-35.09306
Tibau do Sul,-6.187,-35.092
Alexandria,-6.28743,-37.94664
Alexandria,-6.41423,-38.01402
Sao Vicente,-6.11822,-36.63966
Alexandria,-6.39992,-38.02046
Canguaretama,-6.37492,-35.12853
Janduis,-6.01609,-37.40921
Nova Cruz,-6.48529,-35.42966
Bom Jesus,-5.98631,-35.5888
Canguaretama,-6.38005,-35.12779
Nova Cruz,-6.43047,-35.4467
Sao Pedro,-5.89798,-35.64031
Sao Paulo do Potengi,-5.89982,-35.76436
Carnauba dos Dantas,-6.54317,-36.50926
Parnamirim,-5.91155,-35.27131
Japi,-6.46056,-35.94593
Carnauba dos Dantas,-6.56073,-36.59525
Japi,-6.46056,-35.94593
Brejinho,-6.19257,-35.35735
Parnamirim,-5.91579,-35.27497
Sao Pedro,-5.89798,-35.64031
Parnamirim,-5.92828,-35.26096
Parnamirim,-5.91036,-35.2592
Apodi,-5.66376,-37.79778
Parnamirim,-5.94131,-35.27967
Passa e Fica,-6.43788,-35.64833
Sao Goncalo do Amarante,-5.78955,-35.33115
Santana do Matos,-5.80778,-36.70184
Sao Goncalo do Amarante,-5.77516,-35.27991
Parelhas,-6.60607,-36.57616
Parelhas,-6.68875,-36.6578
Ruy Barbosa,-5.88085,-35.93428
Mossoro,-5.24632,-37.33469
Caico,-6.45913,-37.09648
Caico,-6.49916,-37.1491
Lajes,-5.69883,-36.24273
Caico,-6.55353,-36.95678
Mossoro,-5.20171,-37.35707
Mossoro,-5.1816,-37.34544
Nova Cruz,-6.48625,-35.42296
Sao Jose de Mipibu,-6.07046,-35.24027
Joao Camara,-5.54086,-35.82326
Serrinha dos Pintos,-6.11127,-37.95513
Acari,-6.44208,-36.64373
Joao Camara,-5.51054,-35.80446
Parelhas,-6.68875,-36.6578
Macaiba,-5.84501,-35.3555
Macaiba,-5.85723,-35.35523
Macaiba,-5.88463,-35.47219
Natal,-5.86524,-35.2086
Macaiba,-5.9832,-35.40683
Macaiba,-5.8683,-35.35203
Macaiba,-5.8544,-35.35904
Mossoro,-5.19067,-37.33775
Serra Negra do Norte,-6.55225,-37.34467
Monte das Gameleiras,-6.441,-35.783
Mossoro,-5.1938,-37.35687
Francisco Dantas,-6.08148,-38.11985
Ares,-6.19395,-35.16155
Goianinha,-6.25059,-35.21778
Antonio Martins,-6.216,-37.88573
Lagoa d'Anta,-6.37035,-35.61718
Natal,-5.8072,-35.2353
Patu,-6.10586,-37.6417
Jundia,-6.26916,-35.32778
Florania,-6.24557,-36.73585
Carnaubais,-5.26942,-36.80224
Extremoz,-5.66336,-35.27145
Portalegre,-6.04574,-38.04348
Ielmo Marinho,-5.77539,-35.53154
Pedro Avelino,-5.51688,-36.39701
Sao Bento do Norte,-5.0595,-36.03543
Jandaira,-5.35701,-36.12553
Rio do Fogo,-5.35203,-35.42191
Campo Redondo,-6.243,-36.183
Barauna,-5.0789,-37.66544
Mossoro,-5.21044,-37.33735
Cerro Cora,-6.07987,-36.42544
Mossoro,-5.1938,-37.35687
Mossoro,-5.1938,-37.35687
Jardim do Serido,-6.58401,-36.77396
Barauna,-5.10305,-37.54215
Mossoro,-5.1938,-37.35687
Macaiba,-5.85723,-35.35523
Areia Branca,-4.95289,-37.13127
Tibau,-4.83971,-37.26272
Upanema,-5.53527,-37.17055
Pureza,-5.47167,-35.65971
Boa Saude,-6.15609,-35.60089
Portalegre,-5.98904,-37.9893
Jacana,-6.42497,-36.20559
Sao Bento do Trairi,-6.39049,-36.08006
Serra Negra do Norte,-6.61218,-37.43874
Pedra Preta,-5.58278,-36.10545
Jardim de Piranhas,-6.30338,-37.30092
Pedro Avelino,-5.52227,-36.38795
Parau,-5.77877,-37.1024
Sao Goncalo do Amarante,-5.784,-35.28407
Lagoa Nova,-6.1155,-36.58923
Sao Goncalo do Amarante,-5.73744,-35.3702
Sao Tome,-5.97344,-36.07916
Sitio Novo,-6.10237,-35.90678
Maxaranguape,-5.51762,-35.26102
Sitio Novo,-6.10409,-35.91044
Macaiba,-5.8834,-35.49435
Macaiba,-5.84485,-35.28278
Macaiba,-5.85269,-35.3555
Afonso Bezerra,-5.49873,-36.50914
Felipe Guerra,-5.46035,-37.67432
Pau dos Ferros,-6.05723,-38.23199
Pedro Velho,-6.436,-35.21986
Macau,-5.11336,-36.63497
Macau,-5.08347,-36.46139
Alexandria,-6.41678,-38.00986
Nova Cruz,-6.48327,-35.42507
Canguaretama,-6.36813,-35.14421
Bom Jesus,-5.98631,-35.5888
Riachuelo,-5.74947,-35.92915
Parnamirim,-5.95126,-35.16039
Parnamirim,-5.90787,-35.26847
Parnamirim,-5.87565,-35.21098
Sao Paulo do Potengi,-5.89982,-35.76436
Ceara-Mirim,-5.56178,-35.2409
Sao Paulo do Potengi,-5.89982,-35.76436
Santana do Matos,-5.95772,-36.6541
Santana do Matos,-5.87271,-36.43607
Santana do Matos,-5.95772,-36.6541
Sao Goncalo do Amarante,-5.81982,-35.31542
Sao Goncalo do Amarante,-5.77907,-35.27699
Piloes,-6.2551,-37.99651
Piloes,-6.27868,-38.00715
Parelhas,-6.80368,-36.58387
Caico,-6.54376,-37.00826
Mossoro,-5.1938,-37.35687
Montanhas,-6.48531,-35.28638
Caico,-6.46598,-37.10932
Mossoro,-5.17336,-37.35164
Natal,-5.75089,-35.25225
Natal,-5.80451,-35.21392
Macaiba,-5.93284,-35.54684
Natal,-5.7462,-35.26154
Natal,-5.73021,-35.26956
Portalegre,-6.00251,-38.01881
Acu,-5.73215,-37.04255
Nisia Floresta,-6.09071,-35.2113
Pendencias,-5.25678,-36.71914
Encanto,-6.11113,-38.30487
Sao Francisco do Oeste,-6.00063,-38.16929
Angicos,-5.66493,-36.60378
Alto do Rodrigues,-5.37736,-36.82044
Nisia Floresta,-6.09071,-35.2113
Jardim de Angicos,-5.6529,-35.96938
Jandaira,-5.35528,-36.13058
Sao Bento do Norte,-5.0595,-36.03543
Joao Camara,-5.5403,-35.81253
Mossoro,-5.1938,-37.35687
Cerro Cora,-6.02384,-36.36837
Jucurutu,-6.18513,-37.12971
Sao Tome,-5.97707,-36.14675
Jacana,-6.42497,-36.20559
Caraubas,-5.67196,-37.66383
Natal,-5.75739,-35.24369
Ielmo Marinho,-5.76298,-35.59548
Patu,-6.10532,-37.64029
Sao Joao do Sabugi,-6.71916,-37.20093
Pedra Preta,-5.58161,-36.10553
Santo Antonio,-6.30517,-35.47513
Mossoro,-5.1938,-37.35687
Goianinha,-6.26891,-35.20903
Porto do Mangue,-5.15343,-36.75705
Goianinha,-6.25059,-35.21778
Santo Antonio,-6.30517,-35.47513
Extremoz,-5.67267,-35.22128
Barauna,-5.07816,-37.6175
Equador,-6.94665,-36.71536
Luis Gomes,-6.41109,-38.38446
Antonio Martins,-6.22714,-37.89361
Sao Bento do Trairi,-6.34455,-36.08229
Barcelona,-5.95106,-35.92064
Rodolfo Fernandes,-5.788,-38.06
Vila Flor,-6.31279,-35.07612
Acu,-5.58579,-36.91155
Monte Alegre,-6.06787,-35.33209
Lajes Pintadas,-6.15143,-36.11844
Acu,-5.57194,-36.91792
Acu,-5.57647,-36.91529
Lajes Pintadas,-6.16471,-36.09036
Lajes,-5.69883,-36.24273
Lagoa de Pedras,-6.14973,-35.43348
Lagoa de Pedras,-6.14973,-35.43348
Acari,-6.44208,-36.64373
Rafael Fernandes,-6.19393,-38.22521
Doutor Severiano,-6.14223,-38.41639
Pau dos Ferros,-6.11473,-38.20326
Touros,-5.2338,-35.54765
Touros,-5.19405,-35.46453
Touros,-5.2169,-35.61922
Caico,-6.47664,-37.08645
Sao Jose do Campestre,-6.31556,-35.71211
Pau dos Ferros,-6.11473,-38.20326
Macau,-5.11646,-36.63182
Porto do Mangue,-5.06967,-36.78053
Macau,-5.11192,-36.64097
Alexandria,-6.46121,-38.0229
Alexandria,-6.40741,-38.01288
Janduis,-6.01609,-37.40921
Canguaretama,-6.36813,-35.14421
Nova Cruz,-6.4769,-35.42962
Canguaretama,-6.31253,-35.03961
Canguaretama,-6.36813,-35.14421
Nova Cruz,-6.47959,-35.42932
Parnamirim,-5.9754,-35.13047
Apodi,-5.66376,-37.79778
Apodi,-5.74187,-37.84448
Parnamirim,-5.92474,-35.20658
Senador Georgino Avelino,-6.16116,-35.12268
Japi,-6.46109,-35.94008
Parnamirim,-5.92127,-35.26626
Ceara-Mirim,-5.64107,-35.42957
Apodi,-5.70101,-37.73346
Parnamirim,-5.91036,-35.2592
Sao Paulo do Potengi,-5.89982,-35.76436
Apodi,-5.66376,-37.79778
Sao Goncalo do Amarante,-5.78955,-35.33115
Sao Miguel do Gostoso,-5.12599,-35.63258
Santana do Matos,-5.95836,-36.65644
Piloes,-6.31773,-38.09213
Ipanguacu,-5.49714,-36.85287
Taboleiro Grande,-5.92675,-38.04356
Parelhas,-6.62155,-36.6194
Jandaira,-5.35528,-36.13058
Santo Antonio,-6.30517,-35.47513
Extremoz,-5.7027,-35.31402
Extremoz,-5.7027,-35.31402
Mossoro,-5.15672,-37.28388
Mossoro,-5.1938,-37.35687
Mossoro,-5.20032,-37.34664
Caico,-6.65376,-37.04611
Mossoro,-5.16524,-37.3566
Mossoro,-5.1938,-37.35687
Caico,-6.46502,-37.08542
Angicos,-5.66036,-36.60543
Ouro Branco,-6.70284,-36.94382
Passa e Fica,-6.42911,-35.64735
Jucurutu,-5.98472,-37.09737
Jucurutu,-5.86199,-36.95287
Felipe Guerra,-5.5959,-37.70038
Nisia Floresta,-6.09071,-35.2113
Monte Alegre,-6.06787,-35.33209
Joao Camara,-5.36382,-35.88317
Parelhas,-6.69247,-36.66208
Parelhas,-6.7644,-36.69766
Parelhas,-6.69453,-36.57608
Taipu,-5.61926,-35.59675
Guamare,-5.10736,-36.31814
Macaiba,-5.99569,-35.52907
Macaiba,-5.85723,-35.35523
Macaiba,-5.85723,-35.35523
Macaiba,-5.84915,-35.35548
Patu,-6.10658,-37.63574
Parana,-6.486,-38.313
Antonio Martins,-6.20169,-37.98205
Acu,-5.57727,-36.9084
Agua Nova,-6.20562,-38.29095
Extremoz,-5.7027,-35.31402
Ares,-6.19371,-35.16063
Santo Antonio,-6.30945,-35.47571
Florania,-6.28432,-36.74351
Carnaubais,-5.33901,-36.83529
Caraubas,-5.79117,-37.5537
Poco Branco,-5.61809,-35.65681
Guamare,-5.25346,-36.35451
Santa Maria,-5.84,-35.695
Mossoro,-5.08574,-37.1859
Mossoro,-5.1938,-37.35687
Mossoro,-5.18619,-37.34358
Campo Redondo,-6.19318,-36.21267
Sao Joao do Sabugi,-6.71908,-37.20086
Ipueira,-6.81646,-37.19829
Campo Redondo,-6.24338,-36.1825
Triunfo Potiguar,-5.86695,-37.18379
Joao Camara,-5.51377,-35.90505
Cruzeta,-6.41351,-36.79132
Sao Tome,-5.9814,-36.17765
Jucurutu,-6.03487,-37.01879
Mossoro,-5.1938,-37.35687
Currais Novos,-6.24968,-36.38184
Sao Jose de Mipibu,-6.07046,-35.24027
Areia Branca,-4.95347,-37.09529
Mossoro,-5.188,-37.344
Sao Jose do Campestre,-6.31451,-35.71421
Nisia Floresta,-6.091,-35.209
Angicos,-5.66898,-36.60556
Jundia,-6.28926,-35.34649
Ceara-Mirim,-5.63448,-35.42052
Natal,-5.73147,-35.23326
Natal,-5.82384,-35.25394
Ares,-6.19371,-35.16063
Angicos,-5.66036,-36.60543
Tangara,-6.199,-35.802
Mossoro,-5.1938,-37.35687
Santa Cruz,-6.229,-36.023
Jardim de Piranhas,-6.38002,-37.33995
Sao Jose de Mipibu,-6.00441,-35.35726
Vera Cruz,-6.0456,-35.4281
Alto do Rodrigues,-5.29773,-36.76147
Sao Jose de Mipibu,-6.07046,-35.24027
Joao Camara,-5.46635,-35.81358
Boa Saude,-6.158,-35.601
Mossoro,-5.20457,-37.35418
Extremoz,-5.7027,-35.31402
Ares,-6.19371,-35.16063
Touros,-5.199,-35.461
Varzea,-6.34422,-35.37162
Sao Joao do Sabugi,-6.61821,-37.17616
Taipu,-5.61898,-35.59711
Areia Branca,-4.96012,-37.13492
Barcelona,-5.94813,-35.92679
Boa Saude,-6.15609,-35.60089
Sao Miguel,-6.2176,-38.49461
Acu,-5.57194,-36.91792
Serra de Sao Bento,-6.417,-35.704
Santana do Matos,-5.95712,-36.65332
Rafael Fernandes,-6.19361,-38.22618
Triunfo Potiguar,-5.85519,-37.18816
Pendencias,-5.25773,-36.72385
Piloes,-6.26829,-38.04516
Sao Vicente,-6.2194,-36.68333
Barauna,-5.08397,-37.61124
Sao Miguel,-6.21481,-38.49683
Vera Cruz,-6.04414,-35.42832
Rodolfo Fernandes,-5.77002,-38.05063
Riacho da Cruz,-5.93772,-37.94425
Boa Saude,-6.15578,-35.60129
Carnauba dos Dantas,-6.54884,-36.59342
Augusto Severo,-5.86263,-37.31071
Mossoro,-5.188,-37.344
Sao Goncalo do Amarante,-5.793,-35.329
Sao Jose de Mipibu,-6.075,-35.238
Jardim do Serido,-6.584,-36.774
Parnamirim,-5.916,-35.263
Cerro Cora,-6.046,-36.346
Sao Jose do Campestre,-6.30949,-35.70847
Sao Jose de Mipibu,-6.075,-35.238
Parnamirim,-5.916,-35.263
Severiano Melo,-5.78813,-37.99964
Touros,-5.19282,-35.45661
Sao Jose de Mipibu,-6.07158,-35.23604
Goianinha,-6.25898,-35.20763
Sao Jose de Mipibu,-6.07158,-35.23604
Varzea,-6.34231,-35.37226
Pureza,-5.46684,-35.55373
Campo Redondo,-6.23825,-36.17632
Santo Antonio,-6.30644,-35.47412
Equador,-6.9489,-36.71324
Nova Cruz,-6.47361,-35.43367
Currais Novos,-6.25457,-36.52251
Lagoa Salgada,-6.11921,-35.47311
Bodo,-5.98638,-36.40796
Montanhas,-6.48486,-35.28588
Monte Alegre,-6.06734,-35.32616
Santo Antonio,-6.30517,-35.47513
Santa Cruz,-6.23007,-36.02051
Caico,-6.45916,-37.09249
Mossoro,-5.1938,-37.35687
Mossoro,-5.2027,-37.3074
Mossoro,-5.04897,-37.3401
Mossoro,-5.1938,-37.35687
Monte Alegre,-6.06787,-35.33209
Mossoro,-5.1938,-37.35687
Poco Branco,-5.57794,-35.69127
Caico,-6.2664,-36.96901
Joao Camara,-5.51845,-35.84909
Joao Camara,-5.52909,-35.80987
Jucurutu,-6.07786,-37.07566
Senador Eloi de Souza,-6.03622,-35.69566
Jucurutu,-6.11458,-37.13574
Joao Camara,-5.60209,-35.88278
Parelhas,-6.78969,-36.63599
Cerro Cora,-6.05319,-36.39354
Pureza,-5.46737,-35.55604
Macaiba,-5.87046,-35.35016
Macaiba,-6.00009,-35.51302
Macaiba,-5.85723,-35.35523
Natal,-5.73715,-35.25697
Macaiba,-5.85723,-35.35523
Natal,-5.75688,-35.26059
Jardim de Piranhas,-6.37776,-37.35188
Alto do Rodrigues,-5.28915,-36.75798
Joao Dias,-6.27611,-37.79696
Extremoz,-5.7027,-35.31402
Passagem,-6.27444,-35.37556
Serra Negra do Norte,-6.56884,-37.36235
Monte Alegre,-6.06787,-35.33209
Rio do Fogo,-5.27608,-35.3834
Lajes,-5.69883,-36.24273
Caicara do Norte,-5.06299,-36.05585
Rio do Fogo,-5.33292,-35.3631
Santa Maria,-5.84,-35.695
Jucurutu,-6.09293,-37.08282
Campo Redondo,-6.19284,-36.14641
Campo Redondo,-6.26927,-36.24413
Touros,-5.31054,-35.77742
Sao Jose do Serido,-6.44916,-36.87998
Currais Novos,-6.1435,-36.42405
Mossoro,-5.15073,-37.35847
Jucurutu,-6.02432,-36.90859
Currais Novos,-6.32088,-36.54741
Sao Tome,-5.98941,-36.22235
Caraubas,-5.70432,-37.69325
Caraubas,-5.7959,-37.55306
Sao Jose de Mipibu,-6.07046,-35.24027
Natal,-5.78031,-35.19695
Ielmo Marinho,-5.80888,-35.52122
Ares,-6.19371,-35.16063
Mossoro,-5.1938,-37.35687
Sao Jose de Mipibu,-6.07046,-35.24027
Pedro Avelino,-5.52279,-36.38742
Santa Cruz,-6.17463,-36.03835
Tangara,-6.199,-35.802
Mossoro,-5.16663,-37.42205
Guamare,-5.13705,-36.3138
Goianinha,-6.25059,-35.21778
Jucurutu,-6.03999,-37.02478
Boa Saude,-6.15609,-35.60089
Pau dos Ferros,-6.11473,-38.20326
Itaja,-5.64354,-36.86981
Tangara,-6.18357,-35.81701
Joao Camara,-5.53757,-35.82306
Alto do Rodrigues,-5.28883,-36.76445
Macaiba,-5.85269,-35.3555
Joao Camara,-5.54719,-35.81504
Acu,-5.56966,-36.92449
Pendencias,-5.25678,-36.71914
Jacana,-6.42497,-36.20559
Itaja,-5.64354,-36.86981
Caraubas,-5.78181,-37.5591
Areia Branca,-4.95289,-37.13127
Acu,-5.57194,-36.91792
Parelhas,-6.69014,-36.62878
Poco Branco,-5.61971,-35.66915
Sao Miguel,-6.21234,-38.49634
Acu,-5.59052,-36.93923
Currais Novos,-6.25204,-36.5146
Rafael Godeiro,-6.07829,-37.71597
Extremoz,-5.62605,-35.27347
Barauna,-4.9712,-37.58328
Barauna,-5.08492,-37.60918
Passa e Fica,-6.42911,-35.64735
Monte Alegre,-6.068,-35.332
Ruy Barbosa,-5.88226,-35.93649
Frutuoso Gomes,-6.158,-37.84
Natal,-5.75863,-35.24261
Taboleiro Grande,-5.92878,-38.04633
Venha-Ver,-6.32637,-38.48442
